"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
2392020,239,2020,"AL0280300","AL0280300","","N","N",,"I","GERALDINE","GERALDINE PD","Geraldine","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",897,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","DEKALB","Non-MSA","Y","Y","Y"
2402020,240,2020,"AL0280400","AL0280400","","N","N",,"I","HENAGAR","HENAGAR PD","Henagar","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2364,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",9,2,11,0,2,2,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","DEKALB","Non-MSA","Y","Y","Y"
2412020,241,2020,"AL0280500","AL0280500","","N","N",,"I","POWELL","POWELL PD POWELL","Powell","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",968,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","DEKALB","Non-MSA","Y","Y","Y"
2432020,243,2020,"AL0280700","AL0280700","","N","N",,"I","RAINSVILLE","RAINSVILLE PD","Rainsville","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",5138,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,2,12,0,2,2,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","DEKALB","Non-MSA","Y","Y","Y"
2452020,245,2020,"AL0281000","AL0281000","","N","N",,"I","CROSSVILLE","CROSSVILLE PD","Crossville","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1856,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","DEKALB","Non-MSA","Y","Y","Y"
2482020,248,2020,"AL0281300","AL0281300","","N","N",,"I","VALLEY HEAD","VALLEY HEAD PD","Valley Head","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",548,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-06,01-FEB-20,01-FEB-20,01-JUN-20,,01-JUN-20,"N","DEKALB","Non-MSA","Y","Y","Y"
2492020,249,2020,"AL0281400","AL0281400","","N","N",,"I","IDER","IDER PD","Ider","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",717,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,4,4,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","DEKALB","Non-MSA","Y","Y","Y"
2542020,254,2020,"AL0290400","AL0290400","","N","N",,"I","COOSADA","COOSADA PD","Coosada","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1307,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,1,1,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","ELMORE","Montgomery, AL","Y","Y","Y"
2582020,258,2020,"AL0300200","AL0300200","","N","N",,"I","BREWTON","BREWTON PD","Brewton","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",5189,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",23,3,26,1,6,7,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","ESCAMBIA","Non-MSA","Y","Y","Y"
2602020,260,2020,"AL0300400","AL0300400","","N","N",,"I","FLOMATON","FLOMATON PD","Flomaton","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1388,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,1,8,0,4,4,0,0,01-JAN-06,01-FEB-20,01-FEB-20,01-JUN-20,,01-JUN-20,"N","ESCAMBIA","Non-MSA","Y","Y","Y"
2612020,261,2020,"AL0310000","AL0310000","","N","N",,"I","ETOWAH","ETOWAH CO SO GADSDEN","Etowah","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",29448,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","ETOWAH","Gadsden, AL","Y","Y","Y"
2682020,268,2020,"AL0310800","AL0310800","","N","N",,"I","SARDIS CITY","SARDIS CITY PD SARDIS CITY","Sardis City","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1783,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MARSHALL; ETOWAH","Gadsden, AL","Y","Y","Y"
2702020,270,2020,"AL0320000","AL0320000","","N","N",,"I","FAYETTE","FAYETTE CO SO FAYETTE","Fayette","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",10209,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",16,4,20,1,4,5,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","FAYETTE","Non-MSA","Y","Y","Y"
2712020,271,2020,"AL0320100","AL0320100","","N","N",,"I","FAYETTE","FAYETTE PD","Fayette","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",4239,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,0,12,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","FAYETTE","Non-MSA","Y","Y","Y"
2762020,276,2020,"AL0330300","AL0330300","","N","N",,"I","RED BAY","RED BAY PD","Red Bay","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",3077,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,1,9,1,3,4,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","FRANKLIN","Non-MSA","Y","Y","Y"
2792020,279,2020,"AL0340000","AL0340000","","N","N",,"I","GENEVA","GENEVA CO SO GENEVA","Geneva","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",15646,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",14,13,27,2,2,4,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","GENEVA","Dothan, AL","Y","Y","Y"
2802020,280,2020,"AL0340100","AL0340100","","N","N",,"I","GENEVA","GENEVA PD","Geneva","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",4273,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,0,12,0,1,1,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","GENEVA","Dothan, AL","Y","Y","Y"
2812020,281,2020,"AL0340200","AL0340200","","N","N",,"I","SAMSON","SAMSON PD","Samson","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1844,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","GENEVA","Dothan, AL","Y","Y","Y"
2832020,283,2020,"AL0340400","AL0340400","","N","N",,"I","SLOCOMB","SLOCOMB PD","Slocomb","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1890,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",9,0,9,2,0,2,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","GENEVA","Dothan, AL","Y","Y","Y"
2912020,291,2020,"AL0370000","AL0370000","","N","N",,"I","HENRY","HENRY CO SO ABBEVILLE","Henry","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",9413,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",21,6,27,0,9,9,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","HENRY","Dothan, AL","Y","Y","Y"
2922020,292,2020,"AL0370100","AL0370100","","N","N",,"I","ABBEVILLE","ABBEVILLE PD","Abbeville","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2545,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,0,8,1,1,2,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","HENRY","Dothan, AL","Y","Y","Y"
2932020,293,2020,"AL0370200","AL0370200","","N","N",,"I","HEADLAND","HEADLAND PD","Headland","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",4733,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,4,19,1,11,12,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","HENRY","Dothan, AL","Y","Y","Y"
2972020,297,2020,"AL0380200","AL0380200","","N","N",,"I","ASHFORD","ASHFORD PD","Ashford","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2184,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","HOUSTON","Dothan, AL","Y","Y","Y"
2992020,299,2020,"AL0380400","AL0380400","","N","N",,"I","COLUMBIA","COLUMBIA PD","Columbia","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",737,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","HOUSTON","Dothan, AL","Y","Y","Y"
3032020,303,2020,"AL0380900","AL0380900","","N","N",,"I","TAYLOR","TAYLOR POLICE DEPARTMENT TAYLOR","Taylor","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2437,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,1,5,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","GENEVA; HOUSTON","Dothan, AL","Y","Y","Y"
3072020,307,2020,"AL0390200","AL0390200","","N","N",,"I","BRIDGEPORT","BRIDGEPORT PD","Bridgeport","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2282,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,1,7,0,3,3,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","JACKSON","Non-MSA","Y","Y","Y"
3152020,315,2020,"AL0400000","AL0400000","","N","N",,"I","LAMAR","LAMAR CO SO VERNON","Lamar","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",8689,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",10,5,15,0,6,6,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","LAMAR","Non-MSA","Y","Y","Y"
3162020,316,2020,"AL0400100","AL0400100","","N","N",,"I","SULLIGENT","SULLIGENT PD","Sulligent","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1825,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,1,0,1,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","LAMAR","Non-MSA","Y","Y","Y"
3172020,317,2020,"AL0400200","AL0400200","","N","N",,"I","VERNON","VERNON PD","Vernon","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1835,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",9,0,9,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","LAMAR","Non-MSA","Y","Y","Y"
3192020,319,2020,"AL0400400","AL0400400","","N","N",,"I","MILLPORT","MILLPORT PD","Millport","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",973,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-06,01-FEB-20,01-FEB-20,01-JUN-20,,01-JUN-20,"N","LAMAR","Non-MSA","Y","Y","Y"
3252020,325,2020,"AL0410500","AL0410500","","N","N",,"I","LEXINGTON","LEXINGTON PD","Lexington","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",706,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","LAUDERDALE","Florence-Muscle Shoals, AL","Y","Y","Y"
3272020,327,2020,"AL0410700","AL0410700","","N","N",,"I","KILLEN","KILLEN PD","Killen","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",951,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","LAUDERDALE","Florence-Muscle Shoals, AL","Y","Y","Y"
3282020,328,2020,"AL0410800","AL0410800","","N","N",,"I","UNIV OF NORTH ALABAMA","UNIV OF NORTH ALABAMA PD FLORENCE","University of North Alabama","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","University or College",0,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",11,0,11,1,1,2,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","LAUDERDALE","Florence-Muscle Shoals, AL","Y","Y","Y"
3312020,331,2020,"AL0420200","AL0420200","","N","N",,"I","TOWN CREEK","TOWN CREEK PD","Town Creek","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1032,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","LAWRENCE","Decatur, AL","Y","Y","Y"
3432020,343,2020,"AL0450000","AL0450000","","N","N",,"I","LOWNDES","SO HAYNEVILLE","Lowndes","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",6929,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",14,12,26,2,14,16,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","LOWNDES","Montgomery, AL","Y","Y","Y"
3492020,349,2020,"AL0460100","AL0460100","","N","N",,"I","TUSKEGEE","TUSKEGEE PD","Tuskegee","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",7973,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",15,3,18,3,8,11,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MACON","Non-MSA","Y","Y","Y"
3562020,356,2020,"AL0470400","AL0470400","","N","N",,"I","NEW HOPE","NEW HOPE PD","New Hope","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2927,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MADISON","Huntsville, AL","Y","Y","Y"
3572020,357,2020,"AL0470500","AL0470500","","N","N",,"I","OWENS CROSSROADS","OWENS CROSS ROADS RD","Owens Crossroads","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2206,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MADISON","Huntsville, AL","Y","Y","Y"
3582020,358,2020,"AL0470600","AL0470600","","N","N",,"I","TRIANA","TRIANA PD MADISON","Triana","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1026,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MADISON","Huntsville, AL","Y","Y","Y"
3602020,360,2020,"AL0470800","AL0470800","","N","N",,"I","ALABAMA A&M UNIVERSITY","AL AGRIC MECHANIC UNIV PD NORMAL","Alabama A&M University","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","University or College",0,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",16,10,26,2,12,14,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MADISON","Huntsville, AL","Y","Y","Y"
3652020,365,2020,"AL0480200","AL0480200","","N","N",,"I","LINDEN","LINDEN PD","Linden","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1856,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MARENGO","Non-MSA","Y","Y","Y"
3692020,369,2020,"AL0490000","AL0490000","","N","N",,"I","MARION","MARION CO SO HAMILTON","Marion","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",13701,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",14,8,22,1,8,9,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MARION","Non-MSA","Y","Y","Y"
3702020,370,2020,"AL0490100","AL0490100","","N","N",,"I","HAMILTON","HAMILTON PD","Hamilton","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",6575,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,0,13,1,2,3,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MARION","Non-MSA","Y","Y","Y"
3712020,371,2020,"AL0490200","AL0490200","","N","N",,"I","WINFIELD","WINFIELD PD","Winfield","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",4497,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,0,13,0,1,1,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","FAYETTE; MARION","Non-MSA","Y","Y","Y"
3722020,372,2020,"AL0490300","AL0490300","","N","N",,"I","GUIN","GUIN PD","Guin","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2264,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MARION","Non-MSA","Y","Y","Y"
3732020,373,2020,"AL0490400","AL0490400","","N","N",,"I","HACKLEBURG","HACKLEBURG PD","Hackleburg","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",1234,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MARION","Non-MSA","Y","Y","Y"
3742020,374,2020,"AL0490500","AL0490500","","N","N",,"I","BRILLIANT","BRILLIANT PD","Brilliant","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",870,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MARION","Non-MSA","Y","Y","Y"
3802020,380,2020,"AL0500300","AL0500300","","N","N",,"I","ARAB","ARAB PD","Arab","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",8416,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",25,4,29,1,5,6,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","CULLMAN; MARSHALL","Non-MSA","Y","Y","Y"
3832020,383,2020,"AL0500600","AL0500600","","N","N",,"I","DOUGLAS","DOUGLAS PD","Douglas","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",782,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MARSHALL","Non-MSA","Y","Y","Y"
3852020,385,2020,"AL0510000","AL0510000","","N","N",,"I","MONROE","MONROE CO SO MONROEVILLE","Monroe","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","County",13111,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",18,11,29,1,21,22,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MONROE","Non-MSA","Y","Y","Y"
3892020,389,2020,"AL0510400","AL0510400","","N","N",,"I","EXCEL","EXCEL PD","Excel","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",623,23354,"ALUCR0001","Alabama Law Enforcement Agency","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MONROE","Non-MSA","Y","Y","Y"
3952020,395,2020,"AL0520600","AL0520600","","N","N",,"I","SOMERVILLE","SOMERVILLE PD","Somerville","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",774,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","MORGAN","Decatur, AL","Y","Y","Y"
3962020,396,2020,"AL0520700","AL0520700","","N","N",,"I","TRINITY","TRINITY PD","Trinity","","A",2,"Alabama","AL","AL","6","East South Central","3","South","Region III","City",2490,23354,"ALUCR0001","Alabama Law Enforcement Agency","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,0,0,0,0,0,01-JAN-06,01-JAN-20,01-JAN-20,01-JUN-20,,01-JUN-20,"N","LAWRENCE; MORGAN","Decatur, AL","Y","Y","Y"
