"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2020,149520548,123402096,45,"C",8,,""
2020,149520549,123402097,46,"C",20,,""
2020,149520550,123402098,5,"C",25,,""
2020,149520551,123402098,49,"C",19,4,"F"
2020,149520552,123402099,47,"C",20,,""
2020,149520554,123402100,16,"C",46,,""
2020,157119260,130221532,45,"C",20,,""
2020,157119437,130221634,16,"C",13,,""
2020,157119542,130221709,5,"C",20,,""
2020,157119561,130221723,45,"C",14,,""
2020,157119651,130218501,27,"C",20,,""
2020,157119658,130218514,44,"C",20,,""
2020,157119666,130218518,51,"C",20,,""
2020,157122831,130221885,51,"C",20,,""
2020,157119828,130218649,51,"C",20,,""
2020,157119860,130218678,41,"C",24,,""
2020,157122906,130218702,44,"C",20,,""
2020,157123062,130218899,49,"C",20,,"F"
2020,157123061,130218899,47,"C",20,,""
2020,157123183,130222156,51,"C",22,,""
2020,157120332,130222215,16,"C",13,,""
2020,157123237,130222237,47,"C",20,,""
2020,157123238,130222237,49,"C",20,,"F"
2020,157120333,130222237,5,"C",20,,""
2020,157120403,130219112,16,"C",13,,""
2020,157123278,130219112,35,"C",13,,""
2020,157120453,130222289,51,"C",20,,""
2020,157120468,130219169,5,"C",20,,""
2020,157120522,130219209,16,"C",20,,""
2020,157120555,130219252,16,"C",20,,""
2020,157123413,130219252,35,"C",20,,""
2020,157123566,130219414,35,"C",13,,""
2020,157123634,130222500,45,"C",24,,""
2020,157123632,130219480,35,"C",18,,""
2020,157120801,130219480,28,"C",18,,""
2020,157120800,130219480,16,"C",18,,""
2020,157120803,130219480,23,"C",18,,""
2020,157120901,130222567,51,"C",20,,""
2020,157120899,130219559,45,"C",20,,""
2020,157120932,130219588,35,"C",20,,""
2020,157120934,130219588,16,"C",20,,""
2020,157120936,130219588,51,"C",20,,""
2020,157120959,130222614,51,"C",20,,""
2020,157121103,130219729,45,"C",25,,""
2020,157121158,130219772,5,"C",20,,""
2020,157126220,130219829,51,"C",20,,""
2020,157123949,130219833,44,"C",20,,""
2020,157124072,130219972,47,"C",20,,""
2020,157126367,130219972,49,"C",20,,"F"
2020,157124108,130219986,45,"C",20,,""
2020,157126469,130222924,45,"C",25,,""
2020,157124232,130222976,16,"C",25,,""
2020,157124371,130223077,51,"C",20,,""
2020,157124432,130220281,27,"C",20,,""
2020,157126956,130220448,5,"C",20,,""
2020,157109691,130215226,5,"C",20,,""
2020,157115780,130215225,49,"C",20,,"F"
2020,157109705,130215241,49,"C",20,,"N"
2020,157109735,130209284,5,"C",20,,""
2020,157115872,130215299,45,"C",38,,""
2020,157109778,130209301,44,"C",20,,""
2020,157115933,130215357,51,"C",20,,""
2020,157109813,130209344,45,"C",20,,""
2020,157109819,130215375,28,"C",20,,""
2020,157109832,130215388,45,"C",20,,""
2020,157115991,130209377,45,"C",20,,""
2020,157116098,130215500,39,"C",20,,""
2020,157116134,130209488,51,"C",20,,""
2020,157116140,130215568,45,"C",20,,""
2020,157116484,130215845,5,"C",20,,""
2020,157110293,130209789,16,"C",13,,""
2020,157116588,130215935,35,"C",13,,""
2020,157116644,130215974,45,"C",31,,""
2020,157116670,130215998,35,"C",13,,""
2020,157110426,130216007,54,"C",5,,""
2020,157116735,130216073,21,"C",13,,""
2020,157117000,130216258,39,"C",22,,""
2020,157110704,130216289,51,"C",20,,""
2020,157110687,130210138,16,"C",13,,""
2020,157117049,130216305,28,"C",30,,""
2020,157110751,130210168,51,"C",20,,""
2020,157117144,130216380,5,"C",22,,""
2020,157117253,130216473,11,"A",25,,""
2020,157117241,130216479,21,"C",20,,""
2020,157117262,130216494,11,"C",25,,""
2020,157117498,130210445,21,"C",18,,""
2020,157111116,130210445,49,"C",24,,"F"
2020,157121233,130216816,5,"C",20,,""
2020,157117675,130216860,63,"C",20,,""
2020,157121305,130216903,63,"C",20,,""
2020,157117757,130216926,45,"C",7,,""
2020,157117782,130216945,45,"C",7,,""
2020,157117962,130210688,49,"C",25,,"F"
2020,157117992,130210708,23,"C",12,,""
2020,157118003,130210733,5,"C",20,,""
2020,157118045,130217138,51,"C",20,,""
2020,157118103,130217195,45,"C",10,,""
2020,157118385,130217443,49,"C",20,,"F"
2020,157118384,130217443,5,"C",20,,""
2020,157118412,130210980,16,"C",13,,""
2020,157118443,130210996,27,"C",20,,""
2020,157118444,130217490,41,"C",8,,""
2020,157118549,130217574,51,"C",20,,""
2020,157121940,130217621,45,"C",23,,""
2020,157118637,130221138,49,"C",20,,"N"
2020,157118644,130221143,5,"C",20,,""
2020,157118673,130217669,51,"C",13,,""
2020,157118683,130217686,45,"C",25,,""
2020,157121976,130221162,35,"C",11,,""
2020,157121982,130221162,16,"C",11,,""
2020,157118823,130221259,16,"C",13,,""
2020,157122113,130221259,51,"C",13,,""
2020,157118821,130221259,35,"C",13,,""
2020,157118847,130221274,51,"C",20,,""
2020,157122242,130217951,63,"C",19,,""
2020,157122348,130221466,17,"C",20,,""
2020,157122375,130218106,45,"C",20,,""
2020,157119185,130218116,16,"C",13,,""
2020,157119184,130218116,35,"C",13,,""
2020,157122421,130221519,44,"C",20,,""
2020,157119249,130218167,45,"C",25,,""
2020,157119395,130218285,41,"C",23,,""
2020,157122574,130221642,63,"C",25,,""
2020,157119481,130221685,5,"C",20,,""
2020,157119628,130218483,51,"C",20,,""
2020,157122713,130218489,27,"C",13,,""
2020,157119841,130218661,44,"C",18,,""
2020,157119952,130218741,45,"C",11,,""
2020,157119953,130218741,49,"C",11,,"N"
2020,157119959,130218744,51,"C",20,,""
2020,157123120,130222118,51,"C",20,,""
2020,157120305,130219039,11,"C",8,,""
2020,157123249,130219066,51,"C",20,,""
2020,157120369,130219089,14,"C",18,,""
2020,157120365,130219089,7,"C",18,,""
2020,157120472,130222308,51,"C",20,,""
2020,157123367,130219226,21,"C",20,,""
2020,157123433,130222367,14,"C",20,,""
2020,157120554,130222367,45,"C",20,,""
2020,157123552,130219387,47,"C",20,,""
2020,157123555,130219390,39,"C",14,,""
2020,157120701,130219390,27,"C",14,,""
2020,157120706,130219393,16,"C",20,,""
2020,157123630,130222493,5,"C",20,,""
2020,157120836,130219500,5,"C",11,,""
2020,157123726,130222579,51,"C",20,,""
2020,157123828,130222666,27,"C",20,,""
2020,157123826,130222666,2,"C",20,,""
2020,157121053,130222666,5,"C",20,,""
2020,157123942,130219824,51,"C",21,,""
2020,157126218,130222770,5,"C",7,,""
2020,157123944,130222770,50,"C",7,,""
2020,157126272,130219857,51,"C",20,,""
2020,157126287,130219880,16,"C",13,,""
2020,157126286,130219880,35,"C",13,,""
2020,157126350,130219932,23,"C",8,,""
2020,157126381,130222873,5,"C",20,,""
2020,157124105,130222896,35,"C",20,,""
2020,157124120,130219997,16,"C",13,,""
2020,157126448,130220021,16,"C",13,,""
2020,157124131,130220021,35,"C",13,,""
2020,157124201,130220066,41,"C",13,,""
2020,157126575,130222982,16,"C",13,,""
2020,157126574,130222982,35,"C",13,,""
2020,157124267,130222993,44,"C",41,,""
2020,157124283,130223006,28,"C",13,,""
2020,157126613,130223006,23,"C",12,,""
2020,157126654,130220178,51,"C",20,,""
2020,157124361,130223069,51,"C",20,,""
2020,157126731,130223091,35,"C",13,,""
2020,157126734,130223091,16,"C",13,,""
2020,157124409,130223102,5,"C",13,,""
2020,157124438,130220288,16,"C",13,,""
2020,157124437,130220288,35,"C",13,,""
2020,157126951,130220439,14,"C",20,,""
2020,157126971,130220457,5,"C",20,,""
2020,157126992,130220474,51,"C",20,,""
2020,157127033,130220515,51,"C",20,,""
2020,157124821,130220700,26,"C",25,,""
2020,157124862,130220750,51,"C",20,,""
2020,157124913,130223480,51,"C",13,,""
2020,157116503,130215854,35,"C",13,,""
2020,157116576,130215925,44,"C",8,,""
2020,157116579,130209822,23,"C",12,,""
2020,157116645,130215975,45,"C",31,,""
2020,157116646,130215975,49,"C",31,,"F"
2020,157110399,130209863,45,"C",7,,""
2020,157116795,130209967,45,"C",20,,""
2020,157116782,130216097,35,"C",13,,""
2020,157110521,130216097,16,"C",13,,""
2020,157116884,130216182,16,"C",20,,""
2020,157110603,130210046,27,"C",20,,""
2020,157116956,130216234,14,"C",20,,""
2020,157110625,130216234,45,"C",20,,""
2020,157110722,130216302,45,"C",6,,""
2020,157110735,130210154,26,"C",25,,""
2020,157110773,130216363,16,"C",18,,""
2020,157110765,130216371,14,"C",20,,""
2020,157117100,130216371,45,"C",20,,""
2020,157110808,130210217,14,"C",18,,""
2020,157117154,130210217,45,"C",20,,""
2020,157110848,130216439,49,"C",20,,"N"
2020,157110847,130216439,45,"C",20,,""
2020,157117281,130216501,51,"C",18,,""
2020,157117285,130210305,5,"C",20,,""
2020,157110951,130216541,47,"C",20,,""
2020,157110920,130216531,35,"C",20,,""
2020,157110933,130216531,16,"C",20,,""
2020,157110999,130216581,45,"C",25,,""
2020,157111000,130216581,49,"C",25,,"F"
2020,157111092,130216667,51,"C",20,,""
2020,157111158,130216731,44,"C",20,,""
2020,157111001,130210488,44,"C",20,,""
2020,157121208,130216788,40,"C",20,,""
2020,157117592,130216788,49,"C",20,,"F"
2020,157117632,130216819,5,"C",18,,""
2020,157121235,130216819,51,"C",20,,""
2020,157121350,130210616,45,"C",22,,""
2020,157121390,130217016,5,"C",20,,""
2020,157117914,130217050,5,"C",20,,""
2020,157121455,130217090,35,"C",13,,""
2020,157117976,130217090,16,"C",13,,""
2020,157118035,130217134,16,"C",13,,""
2020,157121491,130217153,5,"C",20,,""
2020,157121527,130210766,16,"C",8,,""
2020,157118082,130217173,5,"C",20,,""
2020,157118246,130217308,27,"C",20,,""
2020,157118275,130217336,14,"C",20,,""
2020,157118303,130217365,39,"C",13,,""
2020,157118308,130217368,23,"C",12,,""
2020,157118312,130210910,21,"C",20,,""
2020,157118314,130217376,45,"C",20,,""
2020,157118322,130217385,23,"C",12,,""
2020,157118361,130210960,39,"C",13,,""
2020,157109734,130215274,28,"C",18,,""
2020,157115818,130209278,45,"C",20,,""
2020,157109794,130209325,5,"C",18,,""
2020,157115932,130215363,45,"C",25,,""
2020,157109882,130209427,44,"C",20,,""
2020,157116061,130215473,51,"C",20,,""
2020,157116175,130215565,44,"C",13,,""
2020,157110014,130215577,49,"C",20,,"F"
2020,157110022,130209553,16,"C",40,,""
2020,157116197,130209553,35,"C",22,,""
2020,157110026,130215620,41,"A",20,,""
2020,157116345,130215737,47,"C",20,,""
2020,157116366,130215757,11,"C",46,,""
2020,157116385,130215778,51,"C",20,,""
2020,157116417,130209727,51,"C",20,,""
2020,157116553,130215914,16,"C",13,,""
2020,157116551,130215914,35,"C",13,,""
2020,157110339,130215924,51,"C",20,,""
2020,157110388,130209857,51,"C",20,,""
2020,157110404,130215995,27,"C",20,,""
2020,157110409,130209882,35,"C",13,,""
2020,157110411,130209882,16,"C",13,,""
2020,157110423,130209888,23,"C",24,,""
2020,157116683,130209892,45,"C",18,,""
2020,157110443,130209904,41,"C",25,,""
2020,157110485,130209941,40,"C",23,,""
2020,157116831,130216133,63,"C",20,,""
2020,157116832,130216133,45,"C",20,,""
2020,157116872,130216156,45,"C",13,,""
2020,157116873,130216156,14,"C",12,,""
2020,157116926,130210058,39,"C",13,,""
2020,157116943,130216215,27,"C",20,,""
2020,157110651,130210092,11,"C",25,,""
2020,157116994,130216260,27,"C",20,,""
2020,157110752,130216342,21,"C",18,,""
2020,157110778,130210191,27,"C",20,,""
2020,157117139,130210205,44,"C",20,,""
2020,157110800,130210210,51,"C",20,,""
2020,157117143,130210210,45,"C",20,,""
2020,157110819,130210224,40,"C",20,,""
2020,157110898,130216478,51,"C",20,,""
2020,157110903,130216496,51,"C",20,,""
2020,157117294,130210321,49,"C",20,,"N"
2020,157111061,130210403,27,"C",20,,""
2020,157111079,130216665,14,"C",20,,""
2020,157117481,130210430,36,"C",20,,""
2020,157121184,130216761,51,"C",20,,""
2020,157117590,130216785,44,"C",20,,""
2020,157117673,130210555,45,"C",20,,""
2020,157117697,130210563,21,"C",20,,""
2020,157117756,130210594,45,"C",20,,""
2020,157117785,130210609,47,"C",20,,""
2020,157117786,130210609,49,"C",20,,"F"
2020,157121353,130210617,16,"C",8,,""
2020,157117800,130210617,35,"C",8,,""
2020,157121372,130216988,5,"C",20,,""
2020,157117942,130210687,2,"C",5,,""
2020,157121478,130217146,45,"C",20,,""
2020,157118065,130217159,21,"C",5,,""
2020,157118141,130217224,51,"C",13,,""
2020,157118180,130217253,44,"C",20,,""
2020,157118237,130210862,46,"C",25,,""
2020,157118238,130210862,45,"C",20,,""
2020,157121647,130217317,27,"C",20,,""
2020,157121669,130217355,5,"C",20,,""
2020,157121964,130217661,39,"C",20,,""
2020,157118640,130217661,27,"C",20,,""
2020,157118687,130217697,51,"C",20,,""
2020,157122216,130221346,51,"C",20,,""
2020,157122213,130217942,16,"C",13,,""
2020,157119069,130217996,16,"C",13,,""
2020,157122301,130218024,47,"C",20,,""
2020,157122327,130221445,27,"C",20,,""
2020,157119157,130218081,20,"C",20,,""
2020,157119172,130221480,51,"C",13,,""
2020,157119179,130218107,44,"C",20,,""
2020,157122376,130218109,51,"C",13,,""
2020,157122642,130218443,51,"C",20,,""
2020,157122702,130218476,47,"C",20,,""
2020,157123182,130219013,16,"C",22,,""
2020,157120397,130222251,47,"C",20,,""
2020,157120400,130222251,49,"C",20,,"N"
2020,157120433,130219147,5,"C",21,,""
2020,157123340,130222297,51,"C",20,,""
2020,157123356,130222305,29,"C",20,,""
2020,157120625,130222396,16,"C",20,,""
2020,157120702,130222443,5,"C",7,,""
2020,157120864,130219525,56,"C",20,,""
2020,157120999,130219642,51,"C",20,,""
2020,157123793,130219648,14,"C",18,,""
2020,157121098,130222702,45,"C",20,,""
2020,157121137,130219763,23,"C",12,,""
2020,157126187,130222745,16,"C",18,,""
2020,157123992,130219864,51,"C",20,,""
2020,157124122,130220007,16,"C",13,,""
2020,157124121,130220007,35,"C",13,,""
2020,157124288,130220165,44,"C",20,,""
2020,157124310,130223027,51,"C",20,,""
2020,157126717,130220228,51,"C",20,,""
2020,157124392,130220235,44,"C",22,,""
2020,157124410,130223104,49,"C",20,,"F"
2020,157126831,130220319,16,"C",13,,""
2020,157126830,130220319,35,"C",13,,""
2020,157124518,130220362,47,"C",20,,""
2020,157126889,130220385,49,"C",20,,"F"
2020,157124600,130223244,5,"C",13,,""
2020,157127011,130223244,51,"C",13,,""
2020,157127114,130220577,47,"C",20,,""
2020,157124852,130220733,16,"C",13,,""
2020,157127335,130220747,5,"C",10,,""
2020,157124890,130220781,21,"C",20,,""
2020,157124921,130223493,16,"C",20,,""
2020,157127477,130223517,47,"C",20,,""
2020,157116629,130215961,35,"C",13,,""
2020,157110377,130215961,16,"C",13,,""
2020,157110402,130209875,46,"C",13,,""
2020,157116661,130209875,16,"C",13,,""
2020,157116659,130209875,35,"C",13,,""
2020,157110561,130216145,5,"C",20,,""
2020,157116914,130210053,45,"C",18,,""
2020,157110610,130210053,14,"C",20,,""
2020,157117007,130216270,5,"C",22,,""
2020,157117079,130216335,49,"C",20,,"N"
2020,157117077,130216335,47,"C",20,,""
2020,157117266,130216511,5,"C",18,,""
2020,157110934,130216527,51,"C",25,,""
2020,157117330,130216559,45,"C",8,,""
2020,157111052,130216630,51,"C",20,,""
2020,157111051,130216638,45,"C",20,,""
2020,157111049,130216638,5,"C",20,,""
2020,157111064,130216638,49,"C",20,,"N"
2020,157111099,130216682,16,"C",13,,""
2020,157117483,130216682,35,"C",13,,""
2020,157117519,130210450,51,"C",20,,""
2020,157117478,130216723,44,"C",20,,""
2020,157117679,130216856,63,"C",20,,""
2020,157117744,130216912,16,"C",13,,""
2020,157117743,130216912,35,"C",13,,""
2020,157121398,130210649,45,"C",20,,""
2020,157117895,130217031,51,"C",20,,""
2020,157117926,130210664,41,"C",20,,""
2020,157117977,130217086,51,"C",20,,""
2020,157118010,130217125,45,"C",20,,""
2020,157118015,130217128,45,"C",20,,""
2020,157118021,130217128,14,"C",20,,""
2020,157118134,130210804,21,"C",20,,""
2020,157121657,130210885,45,"A",34,,""
2020,157121662,130210890,45,"C",11,,""
2020,157118306,130210905,5,"C",13,,""
2020,157118364,130217410,7,"C",34,,""
2020,157118392,130217436,39,"C",13,,""
2020,157121818,130217518,16,"C",20,,""
2020,157121834,130211029,49,"A",20,,"F"
2020,157121878,130211081,49,"C",8,,"F"
2020,157121899,130211087,51,"C",20,,""
2020,157121910,130217597,35,"C",13,,""
2020,157121911,130217597,16,"C",13,,""
2020,157121903,130217578,41,"C",20,,""
2020,157121927,130217616,23,"C",8,,""
2020,157121950,130217639,51,"C",20,,""
2020,157118659,130217668,16,"C",13,,""
2020,157118655,130217668,35,"C",13,,""
2020,157122003,130217716,5,"C",20,,""
2020,157118695,130217716,45,"C",20,,""
2020,157118696,130217716,51,"C",20,,""
2020,157122034,130217732,47,"C",20,,""
2020,157118747,130217738,51,"C",13,,""
2020,157122091,130221243,44,"C",20,,""
2020,157118797,130217794,16,"C",13,,""
2020,157118938,130221370,63,"C",25,,""
2020,157119115,130218038,21,"C",20,,""
2020,157122339,130218074,5,"C",20,,""
2020,157119161,130221472,47,"C",20,,""
2020,157122357,130221472,49,"C",20,,"F"
2020,157119205,130218128,45,"C",19,,""
2020,157119206,130218128,49,"C",19,1,"N"
2020,157119243,130218160,35,"C",13,,""
2020,157119244,130218160,16,"C",13,,""
2020,157119252,130218173,35,"C",13,,""
2020,157119255,130218173,16,"C",13,,""
2020,157122589,130221652,51,"C",20,,""
2020,157122584,130221675,45,"C",27,,""
2020,157122622,130218385,28,"C",13,,""
2020,157122658,130221727,45,"C",18,,""
2020,157122668,130218439,5,"C",20,,""
2020,157122699,130218480,44,"C",20,,""
2020,157119629,130218494,44,"C",20,,""
2020,157122712,130218494,47,"C",20,,""
2020,157122835,130218620,46,"A",20,,""
2020,157119863,130218676,16,"C",13,,""
2020,157119862,130218676,35,"C",13,,""
2020,157122918,130221964,62,"C",10,,""
2020,157119971,130218757,45,"C",19,,""
2020,157123006,130218827,51,"C",20,,""
2020,157120079,130218842,28,"C",7,,""
2020,157120111,130218878,5,"C",25,,""
2020,157120169,130218926,51,"C",20,,""
2020,157120242,130218994,47,"C",20,,""
2020,157120241,130218994,5,"C",20,,""
2020,157123226,130219048,51,"C",20,,""
2020,157123234,130219052,51,"C",20,,""
2020,157123315,130219149,5,"C",13,,""
2020,157120737,130219410,2,"C",10,,""
2020,157123568,130219445,47,"C",20,,""
2020,157123570,130219445,49,"C",20,,"F"
2020,157123736,130222589,14,"C",20,,""
2020,157123740,130222599,35,"C",13,,""
2020,157123764,130222617,7,"C",20,,""
2020,157120978,130219626,27,"C",20,,""
2020,157120992,130219641,63,"C",25,,""
2020,157120993,130219641,45,"C",20,,""
2020,157123838,130219709,47,"C",20,,""
2020,157123839,130219709,49,"C",20,,"F"
2020,157121163,130219778,51,"C",20,,""
2020,157126183,130219808,5,"C",25,,""
2020,157126293,130219889,27,"C",13,,""
2020,157126278,130219904,45,"C",10,,""
2020,157124030,130222837,51,"C",20,,""
2020,150356303,124137919,49,"C",20,,"F"
2020,150356305,124137921,49,"C",20,,"N"
2020,150356307,124137923,49,"C",20,,"N"
2020,150356309,124137925,14,"C",43,,""
2020,150356311,124137926,23,"C",8,,""
2020,150356310,124137926,44,"C",8,,""
2020,150356312,124137927,16,"C",13,,""
2020,150356313,124137928,41,"C",24,,""
2020,150356314,124137929,47,"C",20,,""
2020,150356315,124137930,44,"C",20,,""
2020,150356316,124137931,5,"C",20,,""
2020,150356317,124137932,45,"C",13,,""
2020,150356318,124137933,47,"C",20,,""
2020,150356319,124137934,51,"C",8,,""
2020,150356320,124137935,23,"C",12,,""
2020,150356321,124137936,44,"C",23,,""
2020,150356322,124137937,11,"C",12,,""
2020,150356323,124137938,51,"C",13,,""
2020,150356324,124137939,47,"C",20,,""
2020,150356325,124137940,51,"C",20,,""
2020,150356328,124137942,16,"C",20,,""
2020,150356327,124137942,35,"C",20,,""
2020,150356329,124137943,51,"C",18,,""
2020,150356331,124137944,49,"C",20,,"N"
2020,150356330,124137944,5,"C",20,,""
2020,150356332,124137945,23,"C",7,,""
2020,150356333,124137946,44,"C",20,,""
2020,150356334,124137947,35,"C",12,,""
2020,150356335,124137948,35,"C",10,,""
2020,150356336,124137949,16,"C",13,,""
2020,150356337,124137950,39,"C",13,,""
2020,150356338,124137951,45,"C",20,,""
2020,150356339,124137952,45,"C",8,,""
2020,150356340,124137953,45,"C",8,,""
2020,150356341,124137954,5,"C",3,,""
2020,150356342,124137955,46,"C",20,,""
2020,150356343,124137956,23,"C",8,,""
2020,150356344,124137957,49,"C",20,,"F"
2020,150356345,124137958,49,"C",20,,"F"
2020,150356346,124137959,23,"C",12,,""
2020,150356348,124137961,47,"C",20,,""
2020,150356350,124137962,11,"C",8,,""
2020,150356349,124137962,45,"C",8,,""
2020,150356351,124137963,47,"C",20,,""
2020,150356352,124137964,41,"C",8,,""
2020,150356353,124137965,51,"C",20,,""
2020,150356354,124137966,47,"C",5,,""
2020,150356355,124137967,41,"C",12,,""
2020,150356356,124137968,51,"C",13,,""
2020,150356357,124137969,23,"C",12,,""
2020,150356358,124137970,14,"C",19,,""
2020,150356359,124137971,44,"C",20,,""
2020,150356360,124137972,14,"C",18,,""
2020,150356361,124137973,5,"C",20,,""
2020,150356362,124137974,51,"C",20,,""
2020,150356363,124137975,5,"C",20,,""
2020,150356364,124137976,5,"C",8,,""
2020,150356365,124137976,23,"C",8,,""
2020,150356366,124137977,21,"C",38,,""
2020,150356367,124137978,44,"C",20,,""
2020,150356369,124137980,51,"C",20,,""
2020,150356370,124137981,7,"C",20,,""
2020,150356372,124137983,51,"C",20,,""
2020,150356373,124137984,51,"C",20,,""
2020,150356374,124137985,44,"C",20,,""
2020,150356376,124137987,49,"C",19,1,"F"
2020,150356377,124137988,46,"C",46,,""
2020,150356378,124137989,2,"C",20,,""
2020,150356379,124137990,46,"C",20,,""
2020,150356380,124137991,11,"C",20,,""
2020,150356381,124137991,46,"C",20,,""
2020,150356382,124137992,45,"C",25,,""
2020,150356383,124137993,23,"C",23,,""
2020,150356384,124137994,5,"C",20,,""
2020,150356385,124137995,14,"C",20,,""
2020,150356386,124137996,2,"C",20,,""
2020,150356387,124137997,11,"C",46,,""
2020,150356388,124137998,51,"C",18,,""
2020,150356389,124137999,47,"C",20,,""
2020,150356390,124138000,47,"C",5,,""
2020,150356391,124138001,51,"C",12,,""
2020,150356393,124138003,46,"C",20,,""
2020,150356394,124138004,44,"C",20,,""
2020,150356395,124138005,44,"C",18,,""
2020,150356396,124138006,51,"C",20,,""
2020,150356397,124138007,51,"C",20,,""
2020,150356398,124138008,51,"C",20,,""
2020,150356399,124138009,51,"C",20,,""
2020,150356401,124138011,51,"C",20,,""
2020,150356402,124138012,16,"C",13,,""
2020,150356403,124138013,45,"C",8,,""
2020,150356404,124138014,7,"C",18,,""
2020,150356405,124138015,5,"C",18,,""
2020,150356406,124138016,7,"C",18,,""
2020,150356407,124138017,7,"C",18,,""
2020,150356409,124138019,51,"C",18,,""
2020,150356410,124138020,23,"C",12,,""
2020,150356411,124138021,45,"C",24,,""
2020,150356412,124138022,51,"C",20,,""
2020,150356413,124138023,49,"C",20,,"F"
2020,150356415,124138025,14,"C",8,,""
2020,150356417,124138027,46,"C",20,,""
2020,150356419,124138028,16,"C",13,,""
2020,150356418,124138028,35,"C",13,,""
2020,150356421,124138030,16,"C",13,,""
2020,151407985,124989665,47,"C",20,,""
2020,151408005,124993405,51,"C",20,,""
2020,151408009,124993414,45,"C",20,,""
2020,151408011,124989692,5,"C",20,,""
2020,151408021,124989699,21,"C",20,,""
2020,151412081,124993426,11,"C",2,,""
2020,151408039,124993438,23,"C",24,,""
2020,151412097,124993440,5,"C",20,,""
2020,151408045,124989718,45,"C",13,,""
2020,151412103,124989723,51,"C",20,,""
2020,151412104,124989721,27,"C",20,,""
2020,151412124,124989747,51,"C",20,,""
2020,151412130,124993457,51,"C",13,,""
2020,151412133,124989753,41,"C",20,,""
2020,151408074,124989760,23,"C",8,,""
2020,151412144,124993468,51,"C",20,,""
2020,151408087,124989772,14,"C",20,,""
2020,151408096,124993483,45,"C",2,,""
2020,151408102,124989785,5,"C",20,,""
2020,157115761,130215208,5,"C",28,,""
2020,157115812,130209251,5,"C",20,,""
2020,157115819,130215249,51,"C",13,,""
2020,157109722,130215266,45,"C",8,,""
2020,157109752,130215298,21,"C",20,,""
2020,157115870,130215301,21,"C",13,,""
2020,157109765,130215310,44,"C",20,,""
2020,157109755,130215313,51,"C",20,,""
2020,157109796,130215354,5,"C",20,,""
2020,157115916,130209329,49,"C",20,,"F"
2020,157115936,130209352,5,"C",20,,""
2020,157109802,130209352,51,"C",20,,""
2020,157109815,130209351,16,"C",13,,""
2020,157117613,130210521,16,"C",15,,""
2020,157117634,130216820,49,"C",20,,"F"
2020,157117631,130216820,45,"C",20,,""
2020,157117643,130216826,45,"C",20,,""
2020,157121254,130210547,27,"C",20,,""
2020,157117672,130210554,51,"C",20,,""
2020,157117691,130210560,51,"C",20,,""
2020,157117712,130216884,45,"C",13,,""
2020,157117709,130216885,7,"C",8,,""
2020,157117715,130210570,35,"C",20,,""
2020,157117716,130210570,16,"C",20,,""
2020,157121430,130217071,44,"C",20,,""
2020,157121441,130210685,51,"C",20,,""
2020,157117998,130217108,5,"C",24,,""
2020,157117996,130217115,35,"C",20,,""
2020,157118031,130217139,7,"C",20,,""
2020,157118090,130217179,45,"C",20,,""
2020,157118100,130217189,45,"C",20,,""
2020,157121547,130217189,14,"C",20,,""
2020,157121603,130217261,5,"C",25,,""
2020,157121634,130217303,45,"C",25,,""
2020,157118245,130217307,44,"C",20,,""
2020,157118263,130210880,27,"C",20,,""
2020,157118269,130217329,44,"C",20,,""
2020,157118279,130217339,44,"C",20,,""
2020,157118291,130210893,51,"C",20,,""
2020,157118301,130217364,40,"C",8,,""
2020,157118310,130210909,16,"C",13,,""
2020,157118309,130210909,35,"C",13,,""
2020,157121696,130210918,51,"C",20,,""
2020,157121701,130210924,45,"C",46,,""
2020,157121708,130210927,45,"C",18,,""
2020,157118331,130210927,14,"C",18,,""
2020,157118333,130210932,35,"C",13,,""
2020,157121712,130210932,16,"C",13,,""
2020,157121733,130217417,51,"C",22,,""
2020,157118378,130217430,5,"C",20,,""
2020,157118388,130217442,51,"C",25,,""
2020,157118458,130217493,51,"C",20,,""
2020,157118465,130211010,49,"C",20,,"N"
2020,157121794,130211010,45,"C",20,,""
2020,157121848,130217544,47,"C",20,,""
2020,157118565,130217585,51,"C",20,,""
2020,157121943,130217627,5,"C",20,,""
2020,157118607,130217624,49,"C",20,,"N"
2020,157118606,130217624,5,"C",20,,""
2020,157118620,130217635,49,"C",25,,"F"
2020,157118686,130217713,45,"C",20,,""
2020,157122018,130221184,44,"C",20,,""
2020,157118765,130217758,35,"C",13,,""
2020,157118767,130217761,49,"C",20,,"N"
2020,157122093,130217788,5,"C",38,,""
2020,157122110,130217812,47,"C",20,,""
2020,157122135,130217844,47,"C",20,,""
2020,157122195,130217898,41,"C",20,,""
2020,157118934,130217898,14,"C",20,,""
2020,157122235,130217933,5,"C",20,,""
2020,157119017,130217953,51,"C",20,,""
2020,157119034,130221399,16,"C",13,,""
2020,157122269,130221399,35,"C",13,,""
2020,157119090,130221427,51,"C",20,,""
2020,157119136,130221458,49,"C",20,,"F"
2020,157119177,130218102,23,"C",23,,""
2020,157122377,130221486,47,"C",20,,""
2020,157119215,130221499,47,"C",20,,""
2020,157119421,130221624,47,"C",20,,""
2020,157119415,130218297,45,"C",36,,""
2020,157122600,130221663,51,"C",21,,""
